Porosity,Mean,Variance,Skew,Kurtosis,P0,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15
0.141473,0.029002729,0.000433078,1.192068544,0.632061543,0.005,0.009,0.0123,0.0157,0.0194,0.0233,0.0275,0.0325,0.041,0.0647,0.0857,,0.3672,0.4843,0.661,0.0434,0.1268,0.0563,0.0751,0.0928,0.1138,0.8389,0.9971,0.9488,0.0302,0.0456,0.0278
0.142995,0.031948028,0.000320169,0.719860368,-0.516082671,0.005,0.0117,0.0161,0.0201,0.0229,0.0267,0.0312,0.0375,0.0501,0.0619,0.0737,,0.3844,0.4637,0.8748,0.0381,0.1273,0.0546,0.0837,0.0947,0.1232,0.876,0.8422,0.8095,0.0262,0.0518,0.0311
0.15197,0.052308492,0.001585385,0.856245531,-0.447409068,0.005,0.0113,0.0182,0.0232,0.0284,0.039,0.0524,0.0671,0.0847,0.1234,0.1521,,0.3591,0.4771,0.849,0.041,0.1228,0.059,0.0676,0.0939,0.116,0.8552,0.8705,0.8036,0.0413,0.0305,0.0237
0.150209,0.040236082,0.000943701,1.263873778,0.536921668,0.005,0.0114,0.0165,0.0211,0.0254,0.029,0.0338,0.0444,0.0654,0.0931,0.136,,0.3778,0.4679,0.8701,0.0437,0.1186,0.0569,0.0779,0.0942,0.0962,0.8272,0.8508,0.9113,0.0285,0.039,0.03
0.13404,0.019721677,7.32E-05,0.084763532,-0.774666296,0.005,0.0088,0.0114,0.0146,0.016,0.0201,0.0213,0.0256,0.0276,0.0314,0.0412,,0.3917,0.4671,0.7251,0.0486,0.1366,0.0591,0.0892,0.1017,0.1206,0.9982,0.8002,0.9151,0.0522,0.0471,0.0537
0.166425,0.025324079,9.27E-05,0.145961725,-0.182149102,0.005,0.0137,0.0165,0.0202,0.0224,0.0249,0.027,0.0298,0.0332,0.0379,0.052,,0.3796,0.448,0.9031,0.0375,0.1135,0.0514,0.0634,0.086,0.0908,0.8088,0.9223,0.8824,0.0242,0.029,0.0452
0.170699,0.026982366,0.000109278,0.02133172,-0.792475232,0.005,0.0135,0.0166,0.0202,0.0236,0.0266,0.0304,0.0338,0.0366,0.0413,0.0502,,0.4011,0.415,0.7228,0.0467,0.1427,0.0818,0.0875,0.1052,0.1244,0.8778,0.8942,0.9393,0.0441,0.0503,0.0594
0.055311,0.012602159,3.18E-05,0.157166049,-0.993160195,0.005,0.0055,0.0059,0.0098,0.0107,0.0115,0.0151,0.0157,0.0177,0.0208,0.0269,,0.4471,0.4859,0.8432,0.0472,0.1131,0.0538,0.0791,0.0893,0.1018,0.9716,0.8862,0.8871,0.038,0.0313,0.0495
0.140152,0.026194143,0.000123568,0.358873932,-0.238565742,0.005,0.0121,0.0159,0.0208,0.0227,0.0249,0.0281,0.0314,0.0357,0.041,0.057,,0.3758,0.4769,0.9141,0.036,0.1105,0.0548,0.0566,0.0704,0.0879,0.8788,0.8251,0.8262,0.024,0.0263,0.0334
0.150415,0.019321252,7.33E-05,0.37468718,-0.144716686,0.005,0.0095,0.012,0.0138,0.0158,0.0196,0.021,0.0237,0.0255,0.0307,0.0461,,0.3924,0.4519,0.7659,0.0358,0.1131,0.0465,0.0661,0.0823,0.0949,0.8137,0.8843,0.8917,0.0311,0.0465,0.029
0.153844,0.02103212,7.63E-05,0.150690513,-0.694726191,0.005,0.0102,0.0123,0.0156,0.018,0.0209,0.0231,0.0255,0.0296,0.0331,0.0427,,0.4026,0.4349,0.7773,0.0434,0.1156,0.0527,0.0715,0.0955,0.1034,0.9731,0.9138,0.8407,0.0355,0.0256,0.0288
0.077603,0.016799139,6.79E-05,0.2392755,-0.850062638,0.005,0.006,0.01,0.0109,0.0147,0.0158,0.0195,0.0211,0.0248,0.0277,0.0367,,0.4426,0.4712,0.5465,0.043,0.1449,0.0567,0.0809,0.1131,0.1308,0.8104,0.8187,0.8739,0.038,0.0238,0.0292
0.105523,0.04707148,0.000982164,0.27403118,-1.348335624,0.005,0.0112,0.0165,0.0222,0.0294,0.0412,0.0588,0.0709,0.0804,0.0905,0.1026,,0.3952,0.4858,0.8336,0.0494,0.1327,0.0623,0.0964,0.1123,0.1218,0.8473,0.9951,0.9597,0.0291,0.0222,0.0265
0.195969,0.041175191,0.000675556,0.98982655,-0.100562206,0.005,0.0163,0.0213,0.0253,0.0287,0.033,0.038,0.0468,0.0631,0.0875,0.1017,,0.3687,0.4309,0.8384,0.0436,0.1136,0.0592,0.0781,0.0796,0.0955,0.9792,0.9795,0.9015,0.0247,0.0235,0.0588
0.126936,0.019989879,6.35E-05,0.078631286,-0.673385568,0.005,0.0097,0.0119,0.015,0.0171,0.02,0.0218,0.025,0.0269,0.0312,0.0403,,0.4088,0.4532,0.8002,0.0417,0.1329,0.0575,0.0849,0.0926,0.1181,0.9001,0.8286,0.8194,0.0386,0.0593,0.0371
0.152828,0.034593074,0.000454644,0.948864804,0.006300398,0.005,0.0125,0.0164,0.0201,0.0241,0.0292,0.0335,0.0406,0.0522,0.0679,0.088,,0.3551,0.4837,0.8435,0.0465,0.1122,0.0545,0.0697,0.0865,0.0969,0.9944,0.9942,0.9705,0.0474,0.0277,0.0464
0.09094,0.017744745,5.83E-05,0.179975774,-0.637574236,0.005,0.0074,0.0104,0.0129,0.0148,0.0168,0.0205,0.0218,0.0251,0.0275,0.0391,,0.4081,0.497,0.8442,0.0464,0.1238,0.0593,0.0761,0.0937,0.0992,0.9062,0.9534,0.883,0.0477,0.0539,0.044
0.104692,0.01552223,4.98E-05,0.145298945,-0.855664672,0.005,0.0059,0.0099,0.0114,0.0125,0.0151,0.0169,0.0205,0.0216,0.0252,0.035,,0.4423,0.4483,0.7126,0.0411,0.118,0.0536,0.0738,0.0942,0.111,0.9747,0.9904,0.9196,0.0349,0.0203,0.0588
0.136773,0.049817158,0.001181453,0.499765661,-1.130534312,0.005,0.0116,0.017,0.0235,0.0303,0.0399,0.0534,0.0678,0.0919,0.1056,0.1204,,0.3731,0.4775,0.7805,0.0495,0.1284,0.0751,0.0802,0.1111,0.113,0.8523,0.9095,0.8474,0.0264,0.0378,0.0224
0.138112,0.016464333,4.80E-05,-0.019829772,-0.941899435,0.005,0.0061,0.0103,0.0115,0.0149,0.0162,0.0199,0.021,0.023,0.0258,0.032,,0.4273,0.4292,0.697,0.0399,0.1179,0.0543,0.0713,0.0902,0.0945,0.8128,0.8683,0.9549,0.0414,0.0363,0.056
0.133369,0.02029723,5.41E-05,-0.086988112,-0.596165336,0.005,0.0106,0.0149,0.016,0.0196,0.0206,0.0219,0.0252,0.0267,0.0301,0.0377,,0.4097,0.4482,0.853,0.0368,0.117,0.0519,0.0707,0.0864,0.104,0.8627,0.8006,0.8536,0.0445,0.0363,0.053
0.087737,0.013563887,3.11E-05,0.080793302,-0.85272969,0.005,0.0056,0.0094,0.0103,0.0109,0.0139,0.0151,0.0165,0.0198,0.0207,0.026,,0.4475,0.4592,0.8412,0.0378,0.1119,0.0498,0.0732,0.0763,0.0996,0.8506,0.8145,0.9403,0.0414,0.0472,0.056
0.165405,0.027973043,0.000245183,0.98208561,0.652890523,0.005,0.0105,0.0143,0.019,0.0217,0.0246,0.0283,0.0329,0.0392,0.0504,0.0765,,0.3865,0.4419,0.7958,0.0411,0.1147,0.0537,0.0707,0.0867,0.0899,0.9957,0.9828,0.9129,0.0238,0.0455,0.0266
0.179068,0.020348219,8.75E-05,0.279914971,-0.449058398,0.005,0.0093,0.0108,0.0145,0.0171,0.0207,0.022,0.0253,0.0283,0.0325,0.0474,,0.3615,0.4518,0.6417,0.0368,0.1386,0.051,0.0604,0.1043,0.1058,0.9022,0.8718,0.9794,0.038,0.0477,0.0501
0.195493,0.021922306,0.000105847,0.292081078,-0.587535667,0.005,0.0097,0.0114,0.0152,0.0185,0.0218,0.0241,0.0268,0.0313,0.0359,0.0495,,0.3563,0.4408,0.6223,0.0353,0.1113,0.0506,0.0648,0.0792,0.0878,0.801,0.8231,0.8345,0.0426,0.058,0.0441
0.159883,0.032488092,0.000231953,0.755628948,0.354687769,0.005,0.0142,0.02,0.023,0.0261,0.0306,0.0338,0.0382,0.043,0.0552,0.075,,0.3527,0.4741,0.8859,0.0378,0.1352,0.0567,0.0728,0.1063,0.1179,0.9218,0.9021,0.8578,0.0528,0.0591,0.033
0.181256,0.057454949,0.00168599,0.551085711,-1.253838204,0.005,0.0144,0.0213,0.0262,0.0306,0.0392,0.0565,0.0854,0.1099,0.1225,0.1344,,0.3846,0.4281,0.9431,0.0368,0.137,0.0455,0.079,0.0923,0.1139,0.9512,0.8467,0.845,0.0276,0.0268,0.0245
0.16708,0.030838248,0.000208802,0.610383513,-0.110825066,0.005,0.0147,0.018,0.0217,0.0253,0.0285,0.0327,0.0362,0.0423,0.0519,0.0682,,0.3786,0.4414,0.8209,0.0435,0.1406,0.0589,0.0689,0.1047,0.1277,0.8831,0.87,0.905,0.055,0.0353,0.0341
0.225647,0.049280742,0.000832886,0.722096946,-0.452042533,0.005,0.0167,0.0231,0.0285,0.0347,0.0413,0.0497,0.0627,0.0763,0.0913,0.1151,,0.3601,0.4053,0.7873,0.0471,0.1344,0.0714,0.075,0.1113,0.1177,0.9823,0.8652,0.9828,0.034,0.0427,0.0348
0.090175,0.015095047,5.25E-05,0.214164578,-0.89572317,0.005,0.0058,0.0074,0.0108,0.012,0.0155,0.0166,0.0197,0.0215,0.0257,0.0335,,0.4199,0.4852,0.5028,0.0379,0.1275,0.0517,0.0719,0.0929,0.1156,0.9867,0.964,0.8309,0.0344,0.0368,0.0277
0.075886,0.015766264,5.33E-05,0.081174588,-1.027928976,0.005,0.0058,0.0093,0.0108,0.0137,0.0156,0.0179,0.0208,0.0225,0.0257,0.032,,0.4174,0.4961,0.5508,0.0485,0.1248,0.0688,0.0857,0.0959,0.1082,0.8748,0.8858,0.9921,0.0421,0.0576,0.0518
0.102492,0.023309344,6.96E-05,-0.24759869,-0.51030755,0.005,0.0116,0.0158,0.0197,0.0213,0.024,0.0255,0.0277,0.0314,0.0342,0.0427,,0.403,0.4826,0.9302,0.044,0.1485,0.0699,0.0756,0.1062,0.1325,0.9767,0.8286,0.8375,0.0217,0.0493,0.0359
0.155734,0.093275709,0.00231268,-0.198319076,-1.216519356,0.005,0.0219,0.0437,0.064,0.0802,0.0939,0.1059,0.1345,0.1479,0.1513,0.1614,,0.3666,0.4752,0.8301,0.0385,0.1139,0.0569,0.0765,0.0773,0.1016,0.9809,0.9789,0.8921,0.0245,0.0217,0.0225
0.120746,0.014997186,4.42E-05,0.069674463,-0.952702227,0.005,0.0058,0.0091,0.0105,0.012,0.0148,0.0161,0.02,0.0214,0.0246,0.0308,,0.4343,0.4347,0.5395,0.0365,0.1322,0.0563,0.0693,0.0952,0.1237,0.9793,0.8817,0.8164,0.0412,0.0569,0.0488
0.163981,0.021731079,8.96E-05,0.200841786,-0.59282742,0.005,0.0097,0.0115,0.0154,0.0199,0.0213,0.0244,0.0262,0.0304,0.0353,0.0472,,0.4088,0.4206,0.7362,0.0352,0.12,0.0571,0.0801,0.084,0.1043,0.8551,0.9978,0.9451,0.0245,0.0201,0.0346
0.162157,0.021855131,6.70E-05,-0.006699528,-0.661067556,0.005,0.0108,0.0146,0.0161,0.0201,0.0213,0.0241,0.0268,0.0292,0.0325,0.0415,,0.399,0.4342,0.7623,0.0468,0.1227,0.0571,0.0844,0.0873,0.1004,0.821,0.9453,0.8887,0.0533,0.0412,0.0538
0.138631,0.018366932,6.18E-05,-0.004342453,-0.857530423,0.005,0.0065,0.0114,0.0143,0.0157,0.0189,0.021,0.0229,0.0258,0.0287,0.0354,,0.4321,0.4163,0.6562,0.0407,0.1371,0.0619,0.0693,0.1081,0.1166,0.887,0.9764,0.9162,0.0374,0.0549,0.041
0.106524,0.018028363,7.41E-05,0.180566707,-0.824147424,0.005,0.0063,0.0099,0.0119,0.015,0.0172,0.0203,0.0233,0.0258,0.0301,0.0403,,0.395,0.489,0.6721,0.0462,0.1319,0.0664,0.0821,0.0874,0.1135,0.833,0.9903,0.9062,0.034,0.0438,0.0556
0.105844,0.01773871,7.05E-05,0.159218792,-0.896241561,0.005,0.0062,0.0102,0.0112,0.0152,0.0169,0.0202,0.0223,0.0253,0.0297,0.0367,,0.4269,0.4521,0.7028,0.039,0.1411,0.0613,0.0856,0.1041,0.1256,0.8821,0.9584,0.8408,0.0326,0.0293,0.021
0.206767,0.030448253,0.000139466,0.18679655,-0.322916081,0.005,0.015,0.0202,0.0247,0.0269,0.0305,0.0336,0.0364,0.0404,0.0462,0.0618,,0.3737,0.4138,0.8042,0.0492,0.129,0.0633,0.069,0.092,0.1087,0.8045,0.9352,0.9642,0.0206,0.0343,0.0393
0.205794,0.04061036,0.000483963,1.119835907,1.150223231,0.005,0.0172,0.0232,0.0274,0.0318,0.0362,0.0409,0.0469,0.0543,0.0719,0.1069,,0.3665,0.4132,0.8149,0.049,0.1383,0.0569,0.0964,0.1111,0.1276,0.8503,0.8945,0.9126,0.0543,0.0457,0.0339
0.096769,0.015638014,4.41E-05,0.124607128,-0.779532952,0.005,0.0061,0.0099,0.0111,0.0145,0.0155,0.017,0.0203,0.0216,0.0249,0.032,,0.4166,0.4783,0.8134,0.0381,0.1212,0.0549,0.0807,0.0997,0.1032,0.8725,0.858,0.9784,0.0365,0.04,0.06
0.129059,0.028203031,0.000120768,0.314318554,0.147292122,0.005,0.0145,0.0197,0.0219,0.0248,0.0275,0.0304,0.0341,0.0371,0.0418,0.0626,,0.3793,0.4869,0.8988,0.0493,0.13,0.0624,0.0917,0.0971,0.1094,0.914,0.8767,0.8515,0.0377,0.0588,0.0438
0.206786,0.026696203,0.00023143,0.924181546,0.748667359,0.005,0.0094,0.0126,0.0166,0.0212,0.024,0.0279,0.0324,0.0383,0.0477,0.0776,,0.3558,0.428,0.6216,0.0366,0.1376,0.0497,0.0736,0.1011,0.1194,0.9543,0.8004,0.9755,0.0246,0.0488,0.0416
0.119999,0.021484642,5.79E-05,-0.151716095,-0.673128611,0.005,0.0108,0.0152,0.0166,0.0202,0.0216,0.0247,0.0258,0.0283,0.0312,0.0374,,0.4358,0.4368,0.8446,0.0414,0.1453,0.0669,0.0947,0.1051,0.1189,0.9274,0.8244,0.8036,0.0372,0.0378,0.0583
0.076712,0.015637841,5.24E-05,0.255007227,-0.682420726,0.005,0.006,0.0101,0.0115,0.0126,0.0152,0.0169,0.0204,0.0218,0.0257,0.0354,,0.4255,0.485,0.8123,0.0426,0.1387,0.0597,0.0857,0.1053,0.1343,0.8974,0.8407,0.9693,0.0391,0.0228,0.0428
0.168557,0.02766614,0.000423561,1.996055373,4.285619732,0.005,0.0106,0.0142,0.0174,0.0206,0.0235,0.0269,0.031,0.0366,0.0486,0.1012,,0.362,0.4605,0.7252,0.0397,0.1148,0.0476,0.0811,0.0881,0.1019,0.8646,0.9091,0.9624,0.0279,0.0584,0.029
0.202855,0.025281625,8.45E-05,0.040442809,-0.416947953,0.005,0.0139,0.0162,0.0199,0.0221,0.0251,0.0276,0.0307,0.0334,0.0371,0.0515,,0.3579,0.4283,0.7922,0.0392,0.1317,0.0514,0.0686,0.0915,0.1232,0.8313,0.8955,0.9625,0.0356,0.0405,0.0551
0.16447,0.0212049,5.24E-05,-0.265514793,-0.594995531,0.005,0.0107,0.015,0.0166,0.0199,0.0212,0.0242,0.0253,0.0272,0.031,0.0367,,0.4272,0.403,0.8345,0.0397,0.1123,0.056,0.0657,0.0841,0.0948,0.9251,0.8394,0.9606,0.0506,0.0314,0.0241
0.131829,0.082642196,0.002201236,-0.07602951,-1.273429625,0.005,0.0159,0.0309,0.0533,0.069,0.0815,0.0978,0.1164,0.1369,0.1439,0.1485,,0.3699,0.489,0.836,0.042,0.1157,0.0641,0.0788,0.0858,0.097,0.8658,0.9355,0.8619,0.0215,0.0229,0.0219
0.116333,0.016975304,5.36E-05,0.128925233,-0.786268026,0.005,0.0064,0.0111,0.0122,0.0148,0.0163,0.0196,0.0212,0.0244,0.0267,0.0354,,0.4195,0.4575,0.775,0.0371,0.1146,0.0546,0.0779,0.0831,0.0965,0.8467,0.8105,0.8988,0.0355,0.0357,0.0594
0.10835,0.016157943,5.92E-05,0.201371661,-0.884982428,0.005,0.0059,0.01,0.0116,0.0142,0.0155,0.0183,0.0209,0.0234,0.0265,0.0354,,0.4387,0.4438,0.609,0.0355,0.1487,0.0668,0.0791,0.1163,0.1244,0.9821,0.8771,0.8116,0.0407,0.0235,0.0337
0.063305,0.015940551,5.50E-05,0.078323943,-1.041601387,0.005,0.0058,0.0095,0.0111,0.0147,0.0157,0.0181,0.021,0.0229,0.0258,0.0328,,0.434,0.491,0.6421,0.05,0.1274,0.0714,0.0762,0.1091,0.1163,0.805,0.9415,0.9138,0.0485,0.0321,0.0402
0.163903,0.019282822,6.54E-05,0.05251973,-0.804293713,0.005,0.01,0.0111,0.0152,0.0164,0.0201,0.0211,0.0249,0.0264,0.0305,0.0377,,0.4186,0.4104,0.6682,0.0356,0.1377,0.0549,0.0834,0.0836,0.1064,0.9596,0.8893,0.8945,0.0582,0.0496,0.0374
0.082033,0.01413867,4.40E-05,0.198470084,-0.903689189,0.005,0.0056,0.0063,0.01,0.0111,0.0144,0.0153,0.0182,0.021,0.023,0.0308,,0.4337,0.4735,0.723,0.0357,0.1288,0.0531,0.0789,0.1047,0.114,0.9518,0.8014,0.9577,0.036,0.0236,0.0408
0.048203,0.012081619,3.27E-05,0.347111778,-0.804321419,0.005,0.0054,0.0058,0.0094,0.0104,0.0112,0.0143,0.0155,0.0169,0.0207,0.0269,,0.4454,0.4941,0.8497,0.0407,0.136,0.0542,0.0939,0.0992,0.1151,0.8091,0.8899,0.9379,0.0362,0.053,0.0335
0.167202,0.019013965,7.92E-05,0.377523873,0.174089431,0.005,0.007,0.011,0.0148,0.0164,0.0198,0.0213,0.0249,0.0269,0.0303,0.0536,,0.3737,0.4538,0.5645,0.041,0.1264,0.0502,0.0723,0.0918,0.107,0.909,0.9593,0.8148,0.0531,0.0428,0.0264
0.111477,0.018570112,7.87E-05,0.176030566,-0.842534294,0.005,0.0064,0.0102,0.0125,0.0153,0.0187,0.0207,0.0245,0.0263,0.0311,0.0403,,0.4356,0.4433,0.5481,0.047,0.1364,0.0556,0.0796,0.108,0.1139,0.9085,0.9208,0.9066,0.0545,0.0283,0.0591
0.100953,0.016502051,5.76E-05,0.118985168,-0.894140505,0.005,0.006,0.0102,0.0117,0.0144,0.0159,0.02,0.0211,0.0244,0.0261,0.035,,0.4071,0.4876,0.7276,0.0449,0.1219,0.0606,0.0728,0.0937,0.1149,0.9507,0.9267,0.8144,0.0547,0.0564,0.0406
0.131293,0.024978679,0.000152783,0.322780086,-0.486509293,0.005,0.0085,0.0132,0.0173,0.0206,0.0245,0.0275,0.0314,0.0358,0.0418,0.0585,,0.3744,0.485,0.6777,0.045,0.1136,0.0636,0.0846,0.091,0.0943,0.9553,0.9297,0.9562,0.0503,0.0489,0.0429
0.08209,0.01364179,3.99E-05,0.175438447,-0.999275828,0.005,0.0056,0.0061,0.0106,0.0115,0.0138,0.0154,0.0168,0.0206,0.0222,0.0287,,0.422,0.4867,0.6657,0.0442,0.1121,0.0524,0.074,0.0894,0.1048,0.8702,0.9256,0.9892,0.05,0.0353,0.0436
0.068463,0.013592087,3.99E-05,0.211727998,-0.918993755,0.005,0.0056,0.0061,0.0106,0.0116,0.0137,0.0153,0.0166,0.02,0.0217,0.0292,,0.448,0.4769,0.5376,0.0447,0.1422,0.0738,0.0889,0.0936,0.115,0.8258,0.8668,0.9951,0.0309,0.0528,0.0344
0.160701,0.056018053,0.001290682,0.230045685,-1.328315132,0.005,0.0121,0.018,0.0256,0.0374,0.0523,0.0668,0.0832,0.0951,0.1103,0.1179,,0.3504,0.4793,0.8275,0.0399,0.1471,0.0563,0.0813,0.1065,0.133,0.9283,0.8832,0.8177,0.026,0.0294,0.0492
0.196525,0.026535687,0.000247724,1.21971603,2.031764792,0.005,0.0096,0.013,0.0164,0.02,0.0251,0.0279,0.0315,0.0367,0.0465,0.0837,,0.3616,0.4348,0.6088,0.0445,0.1126,0.0571,0.069,0.0805,0.0976,0.8674,0.8843,0.9373,0.0264,0.0359,0.0424
0.170062,0.023899512,0.000118629,0.134083146,-0.753679089,0.005,0.0102,0.0143,0.0167,0.0204,0.0236,0.0264,0.0305,0.0338,0.0391,0.0512,,0.3805,0.4363,0.5951,0.0493,0.148,0.0733,0.0823,0.1071,0.1236,0.8603,0.9435,0.8293,0.0563,0.056,0.0321
0.156494,0.0303454,0.000403053,0.823550287,-0.348961116,0.005,0.0089,0.0122,0.0163,0.0217,0.0248,0.0291,0.0368,0.0485,0.0652,0.0791,,0.3503,0.4886,0.6527,0.0359,0.1333,0.0479,0.0841,0.1024,0.1174,0.8873,0.9803,0.9948,0.0518,0.0521,0.0518
0.113485,0.02053638,0.000101756,0.473582902,-0.196835358,0.005,0.007,0.0107,0.0143,0.0169,0.0206,0.0219,0.0253,0.0286,0.0346,0.0474,,0.4055,0.4767,0.7895,0.0396,0.1149,0.0585,0.0689,0.0891,0.0899,0.8375,0.8785,0.8676,0.026,0.0253,0.0585
0.219672,0.035376828,0.000177009,0.004325035,-0.462760556,0.005,0.0179,0.024,0.0269,0.0321,0.0353,0.0399,0.0427,0.0472,0.0533,0.0682,,0.3751,0.4003,0.8422,0.0415,0.1369,0.0697,0.0738,0.0882,0.1166,0.9066,0.8121,0.907,0.0493,0.0274,0.0523
0.148976,0.046035989,0.000795168,0.392055849,-0.970930534,0.005,0.0116,0.0189,0.0249,0.0317,0.0409,0.0533,0.0642,0.073,0.0866,0.107,,0.3963,0.4496,0.8211,0.0448,0.1459,0.0592,0.0927,0.0936,0.1336,0.8214,0.888,0.8544,0.0326,0.0308,0.0324
0.12473,0.016799776,4.89E-05,0.02917671,-0.858282814,0.005,0.0063,0.0105,0.0117,0.0151,0.0159,0.0193,0.0209,0.0236,0.0269,0.0324,,0.4427,0.4272,0.7398,0.0419,0.1248,0.0705,0.073,0.095,0.1067,0.9723,0.8321,0.8054,0.0365,0.0574,0.0404
0.163261,0.021158637,0.000105726,0.281279112,-0.491316926,0.005,0.0071,0.0114,0.0152,0.0175,0.0207,0.0241,0.0263,0.0304,0.035,0.0524,,0.4145,0.4087,0.5464,0.0456,0.144,0.0576,0.0701,0.0831,0.1246,0.9207,0.9172,0.9655,0.0359,0.0275,0.0363
0.160697,0.022664307,0.000104252,-0.000830192,-0.930204423,0.005,0.0095,0.0127,0.0164,0.0198,0.0224,0.0261,0.0292,0.0323,0.0364,0.045,,0.4082,0.4208,0.6068,0.0487,0.1433,0.0703,0.0827,0.1099,0.1248,0.8654,0.8339,0.9689,0.0338,0.0211,0.0235
0.167201,0.040547567,0.000354036,0.769257524,0.564977407,0.005,0.0193,0.0249,0.0296,0.0339,0.0378,0.0421,0.0467,0.0539,0.0685,0.0939,,0.4065,0.417,0.9135,0.0474,0.1452,0.0752,0.0883,0.1058,0.122,0.9127,0.8881,0.8251,0.025,0.0377,0.027
0.10703,0.016499406,5.93E-05,0.177964901,-0.835991952,0.005,0.006,0.01,0.0109,0.0146,0.0157,0.0191,0.0205,0.0239,0.0266,0.0364,,0.4086,0.4779,0.7034,0.0435,0.1124,0.0551,0.0793,0.0815,0.0979,0.8065,0.8972,0.9032,0.0417,0.0506,0.0417
0.088088,0.01957373,9.86E-05,0.372299139,-0.541660019,0.005,0.0066,0.0111,0.0131,0.0151,0.0196,0.0211,0.025,0.0275,0.0334,0.0458,,0.4137,0.486,0.7017,0.0461,0.1413,0.0718,0.0747,0.097,0.124,0.9164,0.8946,0.8488,0.0229,0.0556,0.0318
0.159643,0.017737767,6.12E-05,0.103190191,-0.767441363,0.005,0.0064,0.0106,0.0122,0.0157,0.0173,0.0204,0.0216,0.0254,0.028,0.0377,,0.4282,0.4054,0.6012,0.0386,0.1282,0.046,0.0806,0.0869,0.1133,0.9274,0.9204,0.8436,0.0265,0.0489,0.0591
0.140048,0.017633699,5.49E-05,-0.00809866,-0.884664547,0.005,0.0064,0.011,0.0132,0.0158,0.0176,0.02,0.0217,0.0255,0.0273,0.0335,,0.4388,0.414,0.662,0.0393,0.1341,0.058,0.0852,0.0897,0.1226,0.9164,0.8754,0.8114,0.0548,0.0571,0.0325
0.158401,0.020586543,6.09E-05,0.02768986,-0.595349599,0.005,0.0103,0.014,0.0156,0.0189,0.0206,0.0228,0.0255,0.0275,0.031,0.0406,,0.4329,0.401,0.7604,0.0396,0.1238,0.0513,0.0768,0.0942,0.1149,0.8797,0.8429,0.8927,0.0388,0.0229,0.0594
0.155806,0.031736176,0.000467252,0.902086635,-0.114137032,0.005,0.0094,0.0128,0.0164,0.0206,0.0265,0.0311,0.0386,0.0499,0.0672,0.084,,0.3502,0.4819,0.7267,0.0407,0.1398,0.0469,0.08,0.1029,0.124,0.8082,0.8756,0.8314,0.0478,0.0513,0.0294
0.232821,0.036363756,0.000759492,1.423630336,1.330503222,0.005,0.0109,0.0148,0.019,0.0233,0.0274,0.0324,0.0393,0.0518,0.0834,0.1164,,0.3591,0.4004,0.5904,0.0419,0.1364,0.0552,0.0724,0.1052,0.1149,0.9571,0.8463,0.8932,0.0309,0.0292,0.0496
0.193564,0.041620273,0.000807618,1.293155703,1.038719411,0.005,0.0127,0.0191,0.0242,0.0286,0.0332,0.0388,0.0477,0.0598,0.0806,0.1304,,0.3527,0.4467,0.7593,0.0446,0.1433,0.0698,0.0889,0.1047,0.1258,0.8186,0.9948,0.9613,0.0463,0.0424,0.0268
0.07418,0.012147434,3.06E-05,0.220641266,-0.954163329,0.005,0.0054,0.0058,0.0102,0.011,0.0117,0.015,0.0156,0.0169,0.0205,0.025,,0.4353,0.4843,0.622,0.0397,0.1143,0.0501,0.0653,0.0874,0.0955,0.9534,0.8044,0.8881,0.0249,0.0311,0.0549
0.141162,0.042971948,0.001103908,0.960068175,-0.188452672,0.005,0.0089,0.0138,0.0201,0.026,0.0322,0.0402,0.0532,0.0724,0.1065,0.132,,0.3653,0.4855,0.5112,0.0416,0.1307,0.0572,0.0664,0.1075,0.1123,0.9127,0.8648,0.9379,0.0342,0.0402,0.0339
0.187238,0.029854943,0.000188072,0.00335102,-0.900843767,0.005,0.0112,0.0156,0.0207,0.0257,0.03,0.0353,0.0384,0.0426,0.0482,0.0594,,0.3856,0.4161,0.5556,0.048,0.1445,0.0774,0.0805,0.1067,0.1297,0.9482,0.8505,0.9456,0.0537,0.0373,0.0238
0.141208,0.021413784,5.63E-05,-0.216236237,-0.70005687,0.005,0.0105,0.0147,0.0161,0.0207,0.0217,0.0241,0.0262,0.0283,0.0313,0.0361,,0.4341,0.4127,0.791,0.0467,0.1403,0.0639,0.0876,0.1187,0.1291,0.9885,0.8636,0.8301,0.047,0.0437,0.0401
0.121999,0.027144089,9.99E-05,-0.264625655,-0.535801482,0.005,0.0136,0.0199,0.0215,0.0248,0.0272,0.0306,0.0332,0.0363,0.0401,0.0472,,0.4323,0.4356,0.9437,0.0393,0.1481,0.0633,0.08,0.1089,0.1341,0.8685,0.948,0.9606,0.0293,0.0274,0.046
0.164464,0.029318697,0.000168406,0.85411293,1.504478487,0.005,0.0132,0.0193,0.022,0.0246,0.028,0.031,0.0341,0.0382,0.0437,0.0737,,0.3796,0.4447,0.9126,0.0387,0.1229,0.0459,0.0859,0.0931,0.1104,0.9411,0.9818,0.9281,0.0425,0.0461,0.0407
